date;time;status;reference;description;assetType;type;isin;shares;price;amount;fee;tax;currency
2024-02-01;15:23:24;Executed;"SCALHMCAqJYwdW9";"SAP SE";Security;Sell;DE0007164600;3;162,02;486,06;0,00;0,00;EUR
2024-01-31;09:38:13;Executed;"SCALD1JYMHbG6Zy";"Allianz";Security;Sell;DE0008404005;2;250,00;500,00;0,00;0,00;EUR
2024-01-29;09:16:55;Executed;"SCALwQ4vi4qSFo2";"Advanced Micro Devices";Security;Buy;US0079031078;3;165,44;-496,32;0,00;0,00;EUR
2024-01-29;09:15:12;Executed;"SCALr3N1pQ474jp";"NVIDIA";Security;Buy;US67066G1040;1;568,00;-568,00;0,00;0,00;EUR
2024-01-25;16:31:02;Executed;"SCALWGdqGAwxQTW";"Airbus";Security;Sell;NL0000235190;3;149,00;447,00;0,00;0,00;EUR
2024-01-25;16:29:38;Executed;"SCALsiZNkzSYmkA";"iShares NASDAQ 100 UCITS ETF USD (Acc)";Security;Savings plan;IE00B53SZB19;0,108;925,50;-99,9539;0,00;0,00;EUR
2024-01-25;16:28:57;Executed;"SCALdmSxaU4Xm5T";"iShares Core S&P 500 UCITS ETF";Security;Savings plan;IE00B5BMR087;0,422;473,81;-199,9478;0,00;0,00;EUR
2024-01-25;09:10:20;Executed;"SCALnGYLDPngobc";"Xtrackers MSCI World Information Technology UCITS ETF 1C";Security;Buy;IE00BM67HT60;7;70,35;-492,45;0,00;0,00;EUR
2024-01-25;08:29:13;Executed;"SCALCpPtCxVpZqg";"Merck";Security;Sell;DE0006599905;2;146,45;292,90;0,00;0,00;EUR
2024-01-25;08:28:50;Cancelled;"SCALdcCwXNSkMhy";"Merck";Security;Sell;DE0006599905;0;0,00;0,00;0,00;0,00;EUR
2024-01-24;15:49:58;Executed;"SCALbUFrQoY6BTg";"NVIDIA";Security;Sell;US67066G1040;1;555,00;555,00;0,00;0,00;EUR
2024-01-24;15:31:08;Executed;"SCAL6P4kfiQV7TM";"Rivian Automotive A";Security;Buy;US76954A1034;33;15,00;-495,00;0,00;0,00;EUR
2024-01-24;13:41:49;Cancelled;"SCALF55W4T6ZpkQ";"SAP SE";Security;Sell;DE0007164600;0;0,00;0,00;0,00;0,00;EUR
2024-01-24;13:41:14;Cancelled;"SCALSgCP3fq6PgA";"Airbus";Security;Sell;NL0000235190;0;0,00;0,00;0,00;0,00;EUR
2024-01-24;01:00:00;Executed;"PPPQAGVAFD26Z3TPXLAI1W";"Scalable Capital Broker 2x Sparplan";Cash;Deposit;;;;300,00;0,00;;EUR
2024-01-23;08:01:20;Executed;"SCALvyqbJh2yFMW";"Allianz";Security;Buy;DE0008404005;2;249,95;-499,90;0,00;0,00;EUR
2024-01-19;08:50:36;Executed;"SCALUyE7GV9HTR8";"Boeing Co";Security;Buy;US0970231058;3;195,66;-586,98;0,00;0,00;EUR
2024-01-16;16:00:53;Executed;"SCALxZN86xwLtgW";"Boeing Co";Security;Sell;US0970231058;2;188,84;377,68;0,00;0,00;EUR
2024-01-15;12:11:25;Executed;"SCALkjEGjZtf6ZW";"Franklin FTSE India UCITS ETF SINGLCLASS";Security;Savings plan;IE00BHZRQZ17;2,681;37,29;-99,9744;0,00;0,00;EUR
2024-01-15;11:47:07;Executed;"SCALvaUMUiA1tPd";"iShares Core MSCI World UCITS ETF";Security;Savings plan;IE00B4L5Y983;1,207;82,822;-99,9661;0,00;0,00;EUR
2024-01-12;09:30:40;Executed;"SCAL25bPeieqrLR";"Porsche Vz";Security;Sell;DE000PAG9113;6;75,84;455,04;0,00;0,00;EUR
2024-01-12;01:00:00;Executed;"QE8HSCKXIEHTIWKX89STNV";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;100,00;0,00;;EUR
2024-01-11;10:44:47;Executed;"SCALfSZAmbbr3oJ";"Microsoft";Security;Buy;US5949181045;2;351,50;-703,00;0,00;0,00;EUR
2024-01-11;10:43:32;Executed;"SCALUssAoPMa38m";"NVIDIA";Security;Buy;US67066G1040;1;500,60;-500,60;0,00;0,00;EUR
2024-01-11;10:41:40;Executed;"SCAL6PCeLjo8aNY";"Porsche Vz";Security;Buy;DE000PAG9113;6;78,26;-469,56;0,00;0,00;EUR
2024-01-11;10:41:05;Executed;"SCALh9fF5ti3Nr6";"Airbus";Security;Buy;NL0000235190;3;144,20;-432,60;0,00;0,00;EUR
2024-01-11;10:39:07;Executed;"SCALBvUWTRCJyff";"SAP SE";Security;Buy;DE0007164600;3;143,24;-429,72;0,00;0,00;EUR
2024-01-11;10:31:01;Executed;"SCALtE1eBXqrV2M";"E.ON";Security;Sell;DE000ENAG999;39;12,595;491,205;0,00;0,00;EUR
2024-01-10;17:37:20;Executed;"SCALsKJfS69N8PD";"Commerzbank";Security;Sell;DE000CBK1001;23;11,50;264,50;0,00;0,00;EUR
2024-01-10;17:36:55;Cancelled;"SCALCp55RruTfV4";"Commerzbank";Security;Sell;DE000CBK1001;0;0,00;0,00;0,00;0,00;EUR
2024-01-10;16:13:35;Cancelled;"SCALgPXVkQGAamk";"Commerzbank";Security;Sell;DE000CBK1001;0;0,00;0,00;0,00;0,00;EUR
2024-01-10;15:36:04;Executed;"SCALGB2iNdK4oRJ";"Boeing Co";Security;Buy;US0970231058;2;210,30;-420,60;0,00;0,00;EUR
2024-01-10;09:51:17;Executed;"SCALx6dmXVAB3Ua";"E.ON";Security;Buy;DE000ENAG999;39;12,715;-495,885;0,00;0,00;EUR
2024-01-09;12:25:58;Cancelled;"SCALQDQCyUiVKGP";"Merck";Security;Sell;DE0006599905;0;0,00;0,00;0,00;0,00;EUR
2024-01-09;12:23:27;Cancelled;"SCALagtB3SrbeJn";"Commerzbank";Security;Sell;DE000CBK1001;0;0,00;0,00;0,00;0,00;EUR
2024-01-08;08:36:55;Executed;"SCALRVh4anXnDsx";"RIVIAN AUTOMOTIVE INC.";Security;Sell;US76954A1034;35;17,26;604,10;0,00;0,00;EUR
2024-01-05;13:06:07;Cancelled;"SCAL7XamkY6kBrN";"Commerzbank";Security;Sell;DE000CBK1001;0;0,00;0,00;0,00;0,00;EUR
2024-01-05;01:00:00;Executed;"WWEK 20443992";"Paccar";Cash;Distribution;US6937181088;;;6,10;0,00;2,62;EUR
2024-01-04;13:06:32;Executed;"SCALr5c8xvnSYkk";"Texas Instruments";Security;Sell;US8825081040;2;149,06;298,12;0,00;0,00;EUR
2024-01-03;13:11:22;Executed;"SCALXKejk6zShyx";"Dermapharm Holding";Security;Sell;DE000A2GS5D8;6;41,06;246,36;0,99;0,00;EUR
2024-01-02;12:46:40;Executed;"SCALA76g25LicWo";"Commerzbank";Security;Buy;DE000CBK1001;23;10,96;-252,08;0,00;0,00;EUR
2024-01-02;12:43:39;Executed;"SCALp8AHe4oirXF";"Texas Instruments";Security;Buy;US8825081040;2;155,00;-310,00;0,00;0,00;EUR
2024-01-02;12:41:04;Executed;"SCALhqhaJnjmJge";"Fastenal";Security;Sell;US3119001044;5;58,75;293,75;0,00;0,00;EUR
2023-12-29;13:11:02;Executed;"SCALcmmuCyo6qu6";"ON Semiconductor";Security;Sell;US6821891057;5;76,80;384,00;0,00;0,00;EUR
2023-12-29;13:09:46;Cancelled;"SCALJtX4UGJWnTj";"ON Semiconductor";Security;Sell;US6821891057;0;0,00;0,00;0,00;0,00;EUR
2023-12-28;18:01:38;Executed;"SCALfc6RpWLQFU9";"Texas Instruments";Security;Sell;US8825081040;2;155,00;310,00;0,00;0,00;EUR
2023-12-28;15:30:47;Executed;"SCALC6uUjdaL4cP";"Lululemon Athletica";Security;Sell;US5500211090;1;460,15;460,15;0,00;0,00;EUR
2023-12-28;09:15:00;Executed;"SCALWX3G7ezsmmV";"Dermapharm Holding";Security;Buy;DE000A2GS5D8;6;42,74;-256,44;0,00;0,00;EUR
2023-12-28;09:09:55;Executed;"SCALjMDoUpx74y8";"Merck";Security;Buy;DE0006599905;2;143,25;-286,50;0,00;0,00;EUR
2023-12-27;14:23:06;Executed;"SCALufs3strq6Po";"Covestro";Security;Sell;DE0006062144;5;53,00;265,00;0,00;0,00;EUR
2023-12-27;13:47:46;Executed;"SCALxgxcfH8mfWC";"Crowdstrike Holdings A";Security;Sell;US22788C1053;2;233,30;466,60;0,00;0,00;EUR
2023-12-27;13:13:54;Executed;"SCALDFwYQ3RqWZg";"thyssenkrupp";Security;Buy;DE0007500001;40;6,364;-254,56;0,00;0,00;EUR
2023-12-27;13:11:29;Cancelled;"SCALo8ej4xAThwf";"Crowdstrike Holdings A";Security;Sell;US22788C1053;0;0,00;0,00;0,00;0,00;EUR
2023-12-27;13:09:47;Cancelled;"SCAL8E15xmK7Tih";"Lululemon Athletica";Security;Sell;US5500211090;0;0,00;0,00;0,00;0,00;EUR
2023-12-27;13:07:26;Cancelled;"SCALSHwenEJaPid";"Texas Instruments";Security;Sell;US8825081040;0;0,00;0,00;0,00;0,00;EUR
2023-12-21;17:31:31;Cancelled;"SCALTc9GFvvuWHt";"Starbucks";Security;Sell;US8552441094;0;0,00;0,00;0,00;0,00;EUR
2023-12-21;15:06:09;Executed;"SCALq4DdbAyXZKb";"BASF";Security;Sell;DE000BASF111;6;48,835;293,01;0,00;0,00;EUR
2023-12-21;10:12:54;Executed;"SCALCsVsS5FZpjR";"Lululemon Athletica";Security;Buy;US5500211090;1;466,75;-466,75;0,00;0,00;EUR
2023-12-20;17:54:16;Executed;"SCALyFrrSxzDtUW";"Paccar";Security;Sell;US6937181088;3;88,80;266,40;0,00;0,00;EUR
2023-12-20;08:52:05;Executed;"SCAL3cZsFoD4gRL";"Crowdstrike Holdings A";Security;Buy;US22788C1053;2;237,55;-475,10;0,00;0,00;EUR
2023-12-19;17:19:04;Executed;"SCALW2nzYVdpFLi";"Airbus";Security;Sell;NL0000235190;2;140,00;280,00;0,00;0,00;EUR
2023-12-19;12:40:36;Executed;"SCALQuu7kpdyhiA";"Deutsche Post";Security;Sell;DE0005552004;6;45,80;274,80;0,00;0,00;EUR
2023-12-19;10:04:02;Cancelled;"SCALwh4TEj8Ryqi";"Deutsche Post";Security;Sell;DE0005552004;0;0,00;0,00;0,00;0,00;EUR
2023-12-18;11:25:46;Executed;"SCALwb19jzhZpqd";"iShares Core MSCI World UCITS ETF";Security;Savings plan;IE00B4L5Y983;1,219;82,02;-99,9823;0,00;0,00;EUR
2023-12-18;08:30:04;Executed;"SCALVe43jUxmNMF";"Texas Instruments";Security;Buy;US8825081040;2;154,96;-309,92;0,00;0,00;EUR
2023-12-18;08:05:27;Executed;"SCALERZYzT8idQo";"Aurubis";Security;Buy;DE0006766504;4;76,72;-306,88;0,00;0,00;EUR
2023-12-18;08:03:59;Executed;"SCALLNPp5FF2pUo";"Covestro";Security;Buy;DE0006062144;5;51,98;-259,90;0,00;0,00;EUR
2023-12-15;01:00:00;Executed;"GSZJ2QKMPET94C3SMTIPAZ";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;100,00;0,00;;EUR
2023-12-14;08:53:40;Executed;"SCAL9PbvKXVtHRi";"eBay";Security;Sell;US2786421030;7;38,59;270,13;0,00;0,00;EUR
2023-12-14;08:41:11;Executed;"SCALnUgWzbqt28a";"Starbucks";Security;Buy;US8552441094;3;90,60;-271,80;0,00;0,00;EUR
2023-12-14;08:39:18;Cancelled;"SCALeMoMNGaV6zU";"eBay";Security;Sell;US2786421030;0;0,00;0,00;0,00;0,00;EUR
2023-12-13;12:09:51;Executed;"SCALETw6JEKjnMi";"Airbus";Security;Buy;NL0000235190;2;142,60;-285,20;0,00;0,00;EUR
2023-12-12;08:03:35;Executed;"SCAL7LathmPjUay";"Deutsche Post";Security;Buy;DE0005552004;6;46,135;-276,81;0,00;0,00;EUR
2023-12-11;16:16:50;Executed;"SCALM5QxdvUmP7R";"Cognizant Technology Solutions A";Security;Sell;US1924461023;4;66,64;266,56;0,00;0,00;EUR
2023-12-11;10:11:26;Executed;"SCALHgGF8czYFxH";"BASF";Security;Buy;DE000BASF111;6;44,66;-267,96;0,00;0,00;EUR
2023-12-08;15:44:13;Executed;"SCALwgekcu2KvTb";"Texas Instruments";Security;Sell;US8825081040;2;147,02;294,04;0,00;0,00;EUR
2023-12-08;08:00:20;Executed;"SCAL1HnHsrg9qox";"Paccar";Security;Buy;US6937181088;3;88,80;-266,40;0,00;0,00;EUR
2023-12-06;09:28:29;Executed;"SCAL8Vp3Eym1acG";"eBay";Security;Buy;US2786421030;7;38,59;-270,13;0,00;0,00;EUR
2023-12-06;09:28:02;Executed;"SCALj8VoWdwS2B9";"Fastenal";Security;Buy;US3119001044;5;56,50;-282,50;0,00;0,00;EUR
2023-12-06;09:26:34;Executed;"SCALurtRUugLP6f";"Texas Instruments";Security;Buy;US8825081040;2;146,54;-293,08;0,00;0,00;EUR
2023-12-05;15:03:02;Executed;"SCALmBJofuKVdDi";"American Electric Power";Security;Sell;US0255371017;4;74,00;296,00;0,00;0,00;EUR
2023-12-04;16:15:30;Executed;"SCAL5Soxe5y8W33";"Zoom Video Communic.";Security;Sell;US98980L1017;5;62,39;311,95;0,00;0,00;EUR
2023-12-04;16:15:04;Cancelled;"SCALryqRzxtjWrW";"Zoom Video Communic.";Security;Sell;US98980L1017;0;0,00;0,00;0,00;0,00;EUR
2023-12-04;10:54:28;Cancelled;"SCALxrgRtGeDK6t";"BYD Co H";Security;Sell;CNE100000296;0;0,00;0,00;0,00;0,00;EUR
2023-12-04;09:06:11;Cancelled;"SCAL7QcWzgu8chX";"American Electric Power";Security;Sell;US0255371017;0;0,00;0,00;0,00;0,00;EUR
2023-12-04;09:05:21;Cancelled;"SCALwk5w9tDQz5n";"Zoom Video Communic.";Security;Sell;US98980L1017;0;0,00;0,00;0,00;0,00;EUR
2023-12-04;09:04:26;Executed;"SCALgxFXhsykmug";"BYD Co H";Security;Buy;CNE100000296;20;24,46;-489,20;0,00;0,00;EUR
2023-12-01;08:26:30;Executed;"SCALdCqpgYh3XvG";"Zoom Video Communic.";Security;Buy;US98980L1017;5;62,39;-311,95;0,00;0,00;EUR
2023-12-01;08:22:21;Executed;"SCALSozD4FHPgKj";"American Electric Power";Security;Buy;US0255371017;4;73,10;-292,40;0,00;0,00;EUR
2023-12-01;01:00:00;Executed;"WWEK 19196650";"Cognizant Technology Solutions A";Cash;Distribution;US1924461023;;;0,75;0,00;0,32;EUR
2023-11-27;08:35:46;Executed;"SCALyC9tJmDKERn";"Merck";Security;Sell;DE0006599905;4;160,05;640,20;0,00;0,00;EUR
2023-11-27;08:33:16;Cancelled;"SCALuBGbGS1UnAV";"Merck";Security;Sell;DE0006599905;0;0,00;0,00;0,00;0,00;EUR
2023-11-24;11:50:14;Executed;"SCALSTwYMhBWUfT";"Münchener Rück";Security;Sell;DE0008430026;1;391,00;391,00;0,00;0,00;EUR
2023-11-24;10:52:19;Executed;"SCALbkW7ummLrAu";"DexCom";Security;Sell;US2521311074;3;101,44;304,32;0,00;0,00;EUR
2023-11-24;10:49:51;Cancelled;"SCALrLFWPFwN78m";"Münchener Rück";Security;Sell;DE0008430026;0;0,00;0,00;0,00;0,00;EUR
2023-11-23;13:10:26;Executed;"SCALRyx4u4NDz25";"Allianz";Security;Sell;DE0008404005;2;231,50;463,00;0,00;0,00;EUR
2023-11-23;13:10:05;Cancelled;"SCALGqWDPZ5e7KD";"Allianz";Security;Sell;DE0008404005;0;0,00;0,00;0,00;0,00;EUR
2023-11-22;10:49:53;Executed;"SCALhCu7gDEZLqT";"Münchener Rück";Security;Buy;DE0008430026;1;389,50;-389,50;0,00;0,00;EUR
2023-11-21;20:48:49;Executed;"SCALuU4csip64w1";"RIVIAN AUTOMOTIVE INC.";Security;Buy;US76954A1034;35;14,58;-510,30;0,00;0,00;EUR
2023-11-21;10:12:15;Executed;"SCAL83S1dsxfPgF";"Merck";Security;Buy;DE0006599905;2;162,45;-324,90;0,00;0,00;EUR
2023-11-21;10:11:58;Executed;"SCALejpaDin1BkD";"Merck";Security;Buy;DE0006599905;2;162,45;-324,90;0,00;0,00;EUR
2023-11-21;10:09:03;Executed;"SCALMRWrfnq4rZN";"Allianz";Security;Buy;DE0008404005;2;229,05;-458,10;0,00;0,00;EUR
2023-11-20;07:00:55;Expired;"SCALfzLBzYWYjEi";"Cognizant Technology Solutions Corp -A";Security;Sell;US1924461023;0;0,00;0,00;0,00;0,00;EUR
2023-11-16;12:08:46;Executed;"SCALJoobYnqZoeZ";"iShares Core MSCI World UCITS ETF";Security;Savings plan;IE00B4L5Y983;1,277;78,29;-99,9763;0,00;0,00;EUR
2023-11-16;09:00:30;Executed;"SCALYrruHAK9tKp";"Infineon Technologies";Security;Sell;DE0006231004;9;33,64;302,76;0,00;0,00;EUR
2023-11-15;19:07:11;Cancelled;"SCAL4zNdredhQnn";"Infineon Technologies";Security;Sell;DE0006231004;0;0,00;0,00;0,00;0,00;EUR
2023-11-15;17:58:34;Cancelled;"SCALuGaGjR1BGXq";"Infineon Technologies";Security;Sell;DE0006231004;0;0,00;0,00;0,00;0,00;EUR
2023-11-15;01:00:00;Executed;"9B3JPG19QJDWSJMFAZUKNN";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;100,00;0,00;;EUR
2023-11-14;20:37:54;Cancelled;"SCAL13qBTzZoSDn";"Infineon Technologies";Security;Sell;DE0006231004;0;0,00;0,00;0,00;0,00;EUR
2023-11-08;13:16:15;Executed;"SCALgjkrudp5sid";"Infineon Technologies";Security;Buy;DE0006231004;9;29,25;-263,25;0,00;0,00;EUR
2023-11-02;10:29:30;Executed;"SCALZYiLXHuWR1j";"ON Semiconductor";Security;Buy;US6821891057;5;62,10;-310,50;0,00;0,00;EUR
2023-11-02;10:24:55;Executed;"SCALi1JDZL2uF8S";"Vonovia";Security;Sell;DE000A1ML7J1;12;23,01;276,12;0,00;0,00;EUR
2023-11-02;10:12:41;Cancelled;"SCALz6aa7bt85cu";"ON Semiconductor";Security;Sell;US6821891057;0;0,00;0,00;0,00;0,00;EUR
2023-11-02;10:11:16;Cancelled;"SCALQRmhELmjiFB";"Vonovia";Security;Sell;DE000A1ML7J1;0;0,00;0,00;0,00;0,00;EUR
2023-11-01;14:38:11;Executed;"SCALjhF49LaV4sp";"Vonovia";Security;Buy;DE000A1ML7J1;12;21,91;-262,92;0,00;0,00;EUR
2023-10-31;15:11:35;Executed;"SCALzzqT5Zj6xpT";"SAP SE";Security;Sell;DE0007164600;3;126,50;379,50;0,00;0,00;EUR
2023-10-31;14:35:54;Cancelled;"SCALNkqk7WWxf4w";"SAP SE";Security;Sell;DE0007164600;0;0,00;0,00;0,00;0,00;EUR
2023-10-19;11:58:25;Executed;"SCALrwrLXRhNsvZ";"DexCom";Security;Sell;US2521311074;4;80,00;320,00;0,00;0,00;EUR
2023-10-19;07:30:36;Cancelled;"SCALzYviJNHyaif";"DexCom";Security;Sell;US2521311074;0;0,00;0,00;0,00;0,00;EUR
2023-10-17;10:11:06;Executed;"SCALbQFJRdBWnkM";"DexCom";Security;Buy;US2521311074;4;75,12;-300,48;0,00;0,00;EUR
2023-10-16;11:35:17;Executed;"SCALAZeG2zCgi2V";"iShares Core MSCI World UCITS ETF";Security;Savings plan;IE00B4L5Y983;1,288;77,634;-99,9925;0,00;0,00;EUR
2023-10-13;02:00:00;Executed;"WK62EYDAKCYS3BLMC9SPAF";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;100,00;0,00;;EUR
2023-10-11;20:25:47;Executed;"SCALLyyb4f7bPX6";"Advanced Micro Devices";Security;Sell;US0079031078;3;102,00;306,00;0,00;0,00;EUR
2023-10-09;08:00:08;Executed;"SCALFj4qQsWG2v2";"SAP SE";Security;Buy;DE0007164600;3;122,50;-367,50;0,00;0,00;EUR
2023-10-06;09:40:28;Executed;"SCALvdESZHoPNEU";"HeidelbergCement AG";Security;Sell;DE0006047004;4;74,04;296,16;0,00;0,00;EUR
2023-10-06;02:00:00;Executed;"WWEK 18082303";"NXP Semiconductors";Cash;Distribution;NL0009538784;;;1,64;0,00;0,28;EUR
2023-10-02;15:30:48;Executed;"SCALowt1LyQoreq";"CHARTER COMMUNICATIONS INC.";Security;Sell;US16119P1084;1;421,00;421,00;0,00;0,00;EUR
2023-10-02;12:00:38;Cancelled;"SCALMoREDAPJEup";"HeidelbergCement AG";Security;Sell;DE0006047004;0;0,00;0,00;0,00;0,00;EUR
2023-10-02;10:04:41;Executed;"SCALsT24p3QEMPU";"DAIMLER TRUCK HOLDING AG";Security;Sell;DE000DTR0CK8;8;33,22;265,76;0,00;0,00;EUR
2023-10-02;09:27:06;Executed;"SCAL9NSsPhthaTq";"CONSTELLATION ENERGY CORP.";Security;Sell;US21037T1097;3;103,46;310,38;0,00;0,00;EUR
2023-10-02;02:00:00;Executed;"WWEK 17982254";"Ross Stores Inc";Cash;Distribution;US7782961038;;;0,67;0,00;0,28;EUR
2023-09-28;16:40:25;Executed;"SCAL8TY1Zs2v8DY";"HeidelbergCement AG";Security;Buy;DE0006047004;4;74,04;-296,16;0,00;0,00;EUR
2023-09-28;16:39:42;Executed;"SCALXxu3aiDnhxp";"HeidelbergCement AG";Security;Sell;DE0006047004;4;74,02;296,08;0,00;0,00;EUR
2023-09-28;16:38:41;Cancelled;"SCALcXEh1yD6J2v";"HeidelbergCement AG";Security;Sell;DE0006047004;0;0,00;0,00;0,00;0,00;EUR
2023-09-28;09:00:22;Executed;"SCALZzHVXmSBcHQ";"Beiersdorf AG";Security;Sell;DE0005200000;2;121,80;243,60;0,99;0,00;EUR
2023-09-28;08:27:11;Executed;"SCALooDcTUDq7ep";"HeidelbergCement AG";Security;Buy;DE0006047004;4;72,74;-290,96;0,00;0,00;EUR
2023-09-27;08:00:24;Executed;"SCALBHoeA1y52AP";"MÜNCHENER RÜCKVERS.-GES. AG";Security;Sell;DE0008430026;1;376,90;376,90;0,00;0,00;EUR
2023-09-26;15:29:59;Executed;"SCALdUutkPtfs6b";"T-Mobile US Inc";Security;Sell;US8725901040;2;132,10;264,20;0,00;0,00;EUR
2023-09-26;14:04:11;Executed;"SCALvJKg2Kh6Ft9";"RHEINMETALL AG";Security;Sell;DE0007030009;1;249,10;249,10;0,99;0,00;EUR
2023-09-26;10:12:55;Executed;"SCALG1rjwrjTEJP";"Allianz SE NA";Security;Sell;DE0008404005;2;230,45;460,90;0,00;0,00;EUR
2023-09-26;09:00:23;Executed;"SCALDTQEUDEac9M";"Brenntag AG";Security;Sell;DE000A1DAHH0;4;73,78;295,12;0,00;0,00;EUR
2023-09-22;16:22:48;Executed;"SCALMHpWW6iHnho";"Deutsche Telekom AG";Security;Sell;DE0005557508;13;20,60;267,80;0,00;0,00;EUR
2023-09-22;08:03:09;Cancelled;"SCALCVaV1BxsE82";"Deutsche Telekom AG";Security;Sell;DE0005557508;0;0,00;0,00;0,00;0,00;EUR
2023-09-22;08:02:34;Executed;"SCALt888NrrrjqP";"Beiersdorf AG";Security;Buy;DE0005200000;2;126,25;-252,50;0,00;0,00;EUR
2023-09-21;17:14:19;Cancelled;"SCALBVrxv3p4tCV";"Deutsche Telekom AG";Security;Sell;DE0005557508;0;0,00;0,00;0,00;0,00;EUR
2023-09-21;09:04:35;Executed;"SCALcsogycPTCgd";"E.ON SE";Security;Sell;DE000ENAG999;22;11,805;259,71;0,00;0,00;EUR
2023-09-21;02:00:00;Executed;"WWEK 17601513";"OLD DOMINION FREIGHT LINE INC.";Cash;Distribution;US6795801009;;;0,25;0,00;0,12;EUR
2023-09-20;15:29:42;Executed;"SCALbdYZ7nE7Afc";"ATLASSIAN CORP.";Security;Sell;US0494681010;2;192,00;384,00;0,00;0,00;EUR
2023-09-20;11:16:07;Executed;"SCAL1Ut7FAfQN2G";"iShares Core MSCI World UCITS ETF";Security;Savings plan;IE00B4L5Y983;1,27;78,73;-99,9871;0,00;0,00;EUR
2023-09-20;09:10:04;Cancelled;"SCAL9HJ7kWFDhGv";"Cognizant Technology Solutions Corp -A";Security;Sell;US1924461023;0;0,00;0,00;0,00;0,00;EUR
2023-09-20;08:57:22;Cancelled;"SCALnjJ3zniDDed";"ATLASSIAN CORP.";Security;Sell;US0494681010;0;0,00;0,00;0,00;0,00;EUR
2023-09-20;08:33:51;Executed;"SCALzt59ntDyzQY";"Brenntag AG";Security;Buy;DE000A1DAHH0;4;76,96;-307,8399;0,00;0,00;EUR
2023-09-19;15:54:17;Executed;"SCALhKxwvwZWMQP";"Zscaler Inc";Security;Sell;US98980G1022;2;141,78;283,56;0,00;0,00;EUR
2023-09-19;08:01:28;Executed;"SCALY4bXJYZXk8n";"RHEINMETALL AG";Security;Buy;DE0007030009;1;264,60;-264,60;0,00;0,00;EUR
2023-09-19;08:01:22;Executed;"SCALzKVbgKsS77c";"E.ON SE";Security;Buy;DE000ENAG999;22;11,605;-255,31;0,00;0,00;EUR
2023-09-19;02:00:00;Executed;"UJNNZXMGYRV8NJV4URAVUR";"Scalable Capital Broker Sparplan";Cash;Deposit;;;;100,00;0,00;;EUR
2023-09-18;11:00:22;Executed;"SCALoHhDw3Q6PnE";"Merck KGaA";Security;Sell;DE0006599905;2;164,10;328,20;0,00;0,00;EUR
2023-09-18;10:59:09;Executed;"SCALb2EwPArmb4p";"Beiersdorf AG";Security;Sell;DE0005200000;3;121,35;364,05;0,00;0,00;EUR
2023-09-18;10:57:10;Executed;"SCALgEnrihL68nk";"Autodesk Inc";Security;Sell;US0527691069;2;199,86;399,72;0,00;0,00;EUR
2023-09-15;14:02:29;Executed;"SCALJU7QcsXBCs1";"Marriott Intl. Inc -A";Security;Sell;US5719032022;2;191,22;382,44;0,00;0,00;EUR
2023-09-15;14:02:13;Cancelled;"SCAL7749Xf7kHQ6";"Marriott Intl. Inc -A";Security;Sell;US5719032022;0;0,00;0,00;0,00;0,00;EUR
2023-09-15;14:01:50;Executed;"SCALQnY7iSEma1g";"NXP Semiconductors N.V.";Security;Sell;NL0009538784;2;187,20;374,40;0,00;0,00;EUR
2023-09-14;08:01:15;Executed;"SCALus91Chwjr6x";"Allianz SE NA";Security;Buy;DE0008404005;2;227,30;-454,60;0,00;0,00;EUR
2023-09-14;08:00:42;Executed;"SCALp1yMpdu6jxn";"MÜNCHENER RÜCKVERS.-GES. AG";Security;Buy;DE0008430026;1;371,50;-371,50;0,00;0,00;EUR
2023-09-13;08:52:30;Executed;"SCALpNBaG3nUhQw";"Cisco Systems Inc";Security;Sell;US17275R1023;5;52,00;260,00;0,00;0,00;EUR
2023-09-13;08:32:16;Executed;"SCALLdcjEvZ91d2";"Marriott Intl. Inc -A";Security;Buy;US5719032022;2;190,12;-380,24;0,00;0,00;EUR
2023-09-13;08:31:11;Executed;"SCALMhERSSWe9hw";"Dexcom Inc";Security;Buy;US2521311074;3;97,88;-293,64;0,00;0,00;EUR
2023-09-13;08:30:27;Executed;"SCALZv7HyGwHtcG";"CHARTER COMMUNICATIONS INC.";Security;Buy;US16119P1084;1;407,65;-407,65;0,00;0,00;EUR
2023-09-12;12:48:45;Executed;"SCALKrDDD5FEAKi";"Ross Stores Inc";Security;Sell;US7782961038;3;109,60;328,80;0,00;0,00;EUR
2023-09-12;11:20:14;Executed;"SCALxKki4qRQxTy";"SEAGEN INC.";Security;Sell;US81181C1045;2;192,70;385,40;0,00;0,00;EUR
2023-09-12;08:01:24;Executed;"SCAL64w3oHnaadB";"DAIMLER TRUCK HOLDING AG";Security;Buy;DE000DTR0CK8;8;33,22;-265,76;0,00;0,00;EUR
2023-09-12;08:00:43;Executed;"SCALbuRV9xYAqGS";"Beiersdorf AG";Security;Buy;DE0005200000;3;122,45;-367,35;0,00;0,00;EUR
2023-09-12;08:00:33;Executed;"SCAL5MEYnepyJCE";"Merck KGaA";Security;Buy;DE0006599905;2;165,45;-330,90;0,00;0,00;EUR
